CNA-SMN-CG-GMC-SMAA-CLIMATOLOGIA
BASE DE DATOS CLIMATOLOGICA
DATOS DISPONIBLES EN LA BASE DE DATOS A MARZO 2020;CON LA INFORMACION SUMINISTRADA POR LAS OFICINAS REGIONALES
 
ESTACION  : 25037
NOMBRE    : GUAMUCHIL (AARSP)
ESTADO    : SINALOA
MUNICIPIO : SALVADOR ALVARADO
SITUACI�N : OPERANDO
ORGANISMO : CAADES
CVE-OMM   : Nulo
LATITUD   : 025.469�
LONGITUD  : -108.092�
ALTITUD   : 44 msnm
 
EMISION   : 06/04/2020 
 
           PRECIP  EVAP   TMAX   TMIN
10/10/2015  3.1    7.1    31     20 
11/10/2015  0      2.3    31.5   23 
12/10/2015  0      2.9    34     23.5 
13/10/2015  0      3.8    37     24 
14/10/2015  0      5.3    37.5   24.5 
15/10/2015  5.1    4.5    35     24.5 
16/10/2015  0      6.6    36.5   21.5 
17/10/2015  0      4.9    36     21.5 
18/10/2015  0      4.3    37.5   25 
19/10/2015  0      5.3    36.5   24 
20/10/2015  0      5.4    36.5   25 
21/10/2015  0      4.2    35     22 
22/10/2015  0      5.2    35     19.5 
23/10/2015  0      4.6    34     19 
24/10/2015  0      5      36     18.5 
25/10/2015  0      4.5    36     18.5 
26/10/2015  0      5.2    36.5   19 
27/10/2015  0      4.3    36     19.5 
28/10/2015  0      4.4    36.5   20 
29/10/2015  0      5.7    37     20 
30/10/2015  1      3.2    31.5   20 
31/10/2015  0      4.1    30     18 
01/11/2015  0      4.4    33     17 
02/11/2015  0      5.1    36     19 
03/11/2015  4.8    4.6    33     19.5 
04/11/2015  0      4.8    34.5   21 
05/11/2015  0      5.7    34.5   18 
06/11/2015  0      4.8    33.5   16 
07/11/2015  0      4.5    35.5   16 
08/11/2015  0      4.7    35     15 
09/11/2015  0      4.5    35     15 
10/11/2015  0      3.2    35.5   16 
11/11/2015  0      3.9    33     17.5 
12/11/2015  0      6.4    28     17 
13/11/2015  0      2.8    34     16 
14/11/2015  0      3.9    33     15.5 
15/11/2015  0      3.3    36.5   16 
16/11/2015  0      4.6    29     19 
17/11/2015  0      2.8    29     13 
18/11/2015  0      5.4    32     10.5 
19/11/2015  0      3.1    34     10.5 
20/11/2015  0      4.7    35     16 
21/11/2015  0      4.3    36     16 
22/11/2015  0      5.4    34     15 
23/11/2015  0      3.9    33     15 
24/11/2015  0      3.5    32     15 
25/11/2015  0      4.2    34.5   19 
26/11/2015  2.2    2      31     17 
27/11/2015  0      2.1    27     21 
28/11/2015  20.3   2      25     22 
29/11/2015  3.8    1.2    27     21 
30/11/2015  0      2.8    27     15 
01/12/2015  0      1.6    25     15 
02/12/2015  0      2.1    28     14 
03/12/2015  0      3.5    32     14 
04/12/2015  0      3.6    33     16 
05/12/2015  0      3.2    33     17.5 
06/12/2015  0      3.5    34.5   16.5 
07/12/2015  0      3.5    32.5   16 
08/12/2015  0      3.6    32     16 
09/12/2015  0      3.1    32.5   15 
10/12/2015  0      3.2    33     15 
11/12/2015  1.3    2.8    31     17 
12/12/2015  0      2.4    25     16.5 
13/12/2015  0      3.3    24.5   11 
14/12/2015  0      2.7    28     10 
15/12/2015  0      2.8    28     12 
16/12/2015  0      3.9    24     11.5 
17/12/2015  0      1.9    27     10 
18/12/2015  0      3.1    27.5   9.5 
19/12/2015  0      2.6    26     13 
20/12/2015  3.3    3.4    23     18 
21/12/2015  0      2.3    26.5   17 
22/12/2015  0      2.1    29     10.5 
23/12/2015  0      2.8    30     11 
24/12/2015  0      2.5    29     12 
25/12/2015  0      3.5    30.5   13 
26/12/2015  0      1.9    27     14 
27/12/2015  0      2.7    20.5   6.5 
28/12/2015  0      4.9    26     5.5 
29/12/2015  0      3.4    25.5   8 
01/01/2016  0      2.3    24     14 
02/01/2016  0      2.7    30     14 
03/01/2016  0      2.7    33     13 
04/01/2016  0      2.7    30     13 
05/01/2016  0      3.3    29     13 
06/01/2016  0      3.7    28.5   15 
07/01/2016  0      4.7    26     14 
08/01/2016  0      2.8    25     11 
09/01/2016  0      3.8    25     11 
10/01/2016  0      4.1    27     8 
11/01/2016  0      4.7    26     9 
12/01/2016  0      4.1    24.5   9 
13/01/2016  0      4.1    25     8.5 
14/01/2016  0      4.1    28     8 
15/01/2016  0      3.4    28.5   9 
16/01/2016  0      3.9    27.5   9.5 
17/01/2016  0      3.5    28     9.5 
18/01/2016  0      3.9    30     9 
19/01/2016  0      5.6    31     11 
20/01/2016  0      3.5    31.5   10.5 
21/01/2016  0      4.1    30     10 
22/01/2016  0      2.8    31.5   10 
23/01/2016  0      6.4    32     12 
24/01/2016  0      2.3    32     11 
25/01/2016  0      3.4    28     12.5 
26/01/2016  0      3.3    27     11.5 
27/01/2016  0      3.8    28     10.5 
28/01/2016  0      4.3    28.5   11 
29/01/2016  0      5.3    30     9.5 
30/01/2016  0      4.4    31     9.5 
31/01/2016  0      4.3    33     12.5 
01/02/2016  0      4.3    28     12.5 
02/02/2016  0      5.4    24     9 
03/02/2016  0      4.7    28.5   7.5 
04/02/2016  0      3.7    29     7 
05/02/2016  0      4.2    30     7 
06/02/2016  0      4.1    33     9.5 
07/02/2016  0      4.7    27     11 
08/02/2016  0      4.2    24     13.5 
09/02/2016  0      2.4    30.5   16 
10/02/2016  0      4.9    33     16 
11/02/2016  0      6.1    33.5   17 
12/02/2016  0      7.2    35     14.5 
13/02/2016  0      4.4    34     16 
14/02/2016  0      6.6    32     15.5 
15/02/2016  0      4.8    32.5   12.5 
16/02/2016  0      5.3    31.5   13 
17/02/2016  0      4.7    33     14.5 
18/02/2016  0      6.7    35     15 
19/02/2016  0      4.3    34.5   16 
20/02/2016  0      7      34     17 
21/02/2016  0      5.3    34     16 
22/02/2016  0      3.6    30     13.5 
23/02/2016  0      5.7    30     13 
24/02/2016  0      5      32     15.5 
25/02/2016  0      5.1    30     15 
26/02/2016  0      4.9    33     15.5 
27/02/2016  0      3.4    32.5   16 
28/02/2016  0      6.1    33     16 
29/02/2016  0      5.5    33     15.5 
01/03/2016  0      6.1    32     15.5 
02/03/2016  0      4.4    33     16 
03/03/2016  0      6.8    33     17 
04/03/2016  0      4.1    35.5   17 
05/03/2016  0      7.4    34     16.5 
06/03/2016  0      5.6    33.5   16 
07/03/2016  0      5.1    28     15.5 
08/03/2016  5.5    4.3    20     16 
09/03/2016  0      4.2    23     8 
10/03/2016  0      3      27     9 
11/03/2016  0      5.8    29.5   11.5 
12/03/2016  0      4.3    30.5   15.5 
13/03/2016  0      6.5    33     14.5 
14/03/2016  0      7.3    31.5   13 
15/03/2016  0      6.3    31     13 
16/03/2016  0      4.3    32.5   15 
17/03/2016  0      7.8    33     16 
18/03/2016  0      5.4    30.5   15.5 
19/03/2016  0      7.3    30.5   16 
20/03/2016  0      4.5    32     16.5 
21/03/2016  0      7.3    33.5   17.5 
22/03/2016  0      7.2    33     18.5 
23/03/2016  0      6.8    30.5   17.5 
24/03/2016  0      5.8    31     18 
25/03/2016  0      5.7    30     15 
26/03/2016  0      6      31     15 
27/03/2016  0      6.2    32     15 
28/03/2016  0      7.4    32     16 
29/03/2016  0      6.2    29.5   14 
30/03/2016  0      3.4    30     15 
31/03/2016  0      6.2    28.5   14.5 
01/04/2016  0      5.5    31     18.5 
02/04/2016  0      6.3    31.5   15 
03/04/2016  0      7.2    34     13 
04/04/2016  0      7      33.5   15 
05/04/2016  0      8.7    33.5   15 
06/04/2016  0      6.2    34     16 
07/04/2016  0      6.3    32     19 
08/04/2016  0      8.3    33     19.5 
09/04/2016  0      8.5    36     19 
10/04/2016  0      8.9    32.5   18 
11/04/2016  0      10.9   33     18.5 
12/04/2016  0      8.3    31     17 
13/04/2016  0      8.4    33.5   16 
14/04/2016  0      9      34     16.5 
15/04/2016  0      8.7    32.5   16 
16/04/2016  0      8.8    31     16 
17/04/2016  0      7.9    33     15.5 
18/04/2016  0      8      34     15 
19/04/2016  0      9.6    33     16 
20/04/2016  0      5.8    33.5   15 
21/04/2016  0      9.1    35     16 
22/04/2016  0      9.2    33     16 
23/04/2016  0      10.8   34     19.5 
24/04/2016  0      7.5    35     18.5 
25/04/2016  0      11.5   33     18 
26/04/2016  0      9.9    32.5   16.5 
27/04/2016  0      9.4    33     17.5 
28/04/2016  0      9.3    32     17 
29/04/2016  0      8      30.5   16.5 
30/04/2016  0      7.2    32     17 
01/05/2016  0      8.5    31     16.5 
02/05/2016  0      8.8    34.5   16.5 
03/05/2016  0      9.7    31     15 
04/05/2016  0      7.3    34.5   14 
05/05/2016  0      9.7    33     18 
06/05/2016  0      7.1    35.5   19 
07/05/2016  0      8.7    32     18.5 
08/05/2016  0      7.6    31.5   18 
09/05/2016  0      8.6    36     20 
10/05/2016  0      7.2    35     20 
11/05/2016  0      8.4    36     20 
12/05/2016  0      8.8    36     19 
13/05/2016  0      10.2   37     20 
14/05/2016  0      9.1    36     20 
15/05/2016  0      9.8    36     21.5 
16/05/2016  0      8.4    36.5   20 
17/05/2016  0      9      36     22 
18/05/2016  0      7.2    35.5   21 
19/05/2016  0      8.3    36     18.5 
20/05/2016  0      8.5    35     19 
21/05/2016  0      9.8    35     19 
22/05/2016  0      8.4    36.5   18 
23/05/2016  0      9.8    36     18.5 
24/05/2016  0      8.3    36.5   20 
25/05/2016  0      10.6   32     19.5 
26/05/2016  0      8.2    41     18 
27/05/2016  0      10.2   39     17.5 
28/05/2016  0      11.5   38.5   18 
29/05/2016  0      10     38.5   18.5 
30/05/2016  0      8.7    38.5   18 
31/05/2016  0      9.9    38     23 
01/06/2016  0      9.4    35     21 
02/06/2016  0      10     38     22 
03/06/2016  0      8.2    40     21 
04/06/2016  0      11     40     22 
05/06/2016  0      11.6   39     23 
06/06/2016  0      10.2   36     24 
07/06/2016  0      10.2   35.5   25.5 
08/06/2016  0      9.4    33     24.5 
09/06/2016  0      9.4    30.5   24 
10/06/2016  0      6      33     23 
11/06/2016  0      6.2    37     23 
12/06/2016  0      10.8   36     22.5 
13/06/2016  0      8.1    38     23.5 
14/06/2016  0      11.5   38     23 
15/06/2016  0      11.7   37     23.5 
16/06/2016  0      10.3   38.5   24.5 
17/06/2016  0      9.8    36.5   26 
18/06/2016  0      12     37     26.5 
19/06/2016  0      10.6   36.5   26 
20/06/2016  0      9.7    38     25.5 
21/06/2016  2      7.7    39     25 
22/06/2016  0      10.7   38     25.5 
23/06/2016  0      7.3    36     26 
24/06/2016  0      9.5    36.5   25.5 
25/06/2016  0      8.3    37.5   26 
26/06/2016  0      12.8   39     26 
27/06/2016  0      10     38     26 
28/06/2016  0.7    12     37     27 
29/06/2016  0      7.8    36     25 
30/06/2016  0      10.2   39     26 
01/07/2016  0      11.7   38     27 
02/07/2016  0      9.3    39     26.5 
03/07/2016  0      8.2    39.5   26 
04/07/2016  0      12.2   36     27 
05/07/2016  0      8.8    35.5   26 
06/07/2016  0      6.6    41     25.5 
07/07/2016  0      11.6   37.5   26 
08/07/2016  0      10.4   39.5   27 
09/07/2016  0      10.7   41     27.5 
10/07/2016  0      11.5   39.5   27.5 
11/07/2016  0      10     38.5   27 
12/07/2016  19.7   12.6   35.5   26.5 
13/07/2016  0      9.9    35     23 
14/07/2016  0      7.8    37     24.5 
15/07/2016  5.5    6.4    36.5   25 
16/07/2016  0      8      37     24 
17/07/2016  0      7.9    37     25 
18/07/2016  0      11.7   39     26 
19/07/2016  0      8      38.5   27.5 
20/07/2016  0      9.5    42     26 
21/07/2016  7.2    8      39.5   26 
22/07/2016  20.3   10.3   37     24.5 
23/07/2016  5.1    9.1    34.5   24 
24/07/2016  14.1   7.2    35     24 
25/07/2016  0      6.5    35     23 
26/07/2016  0      5.7    35.5   24 
27/07/2016  11.6   5.5    36     26 
28/07/2016  17.6   3.9    33     24.5 
29/07/2016  44.5   5.6    33     25 
30/07/2016  6.5    9.1    35.5   23 
31/07/2016  0      4.9    36.5   24 
01/08/2016  4.5    7.6    33.5   25 
02/08/2016  0      6.5    36     25 
03/08/2016  0      5.4    38.5   24.5 
04/08/2016  0      7.1    38.5   26 
05/08/2016  8.1    6.5    39     26 
06/08/2016  0      7.8    38.5   25.5 
07/08/2016  3      6.4    39     26 
08/08/2016  4.2    9.2    30     24 
09/08/2016  2.1    3.1    33     25 
10/08/2016  0      4.9    36     24.5 
11/08/2016  0      4.8    37     25 
12/08/2016  0      8.4    38.5   25.5 
13/08/2016  1.5    4.7    32.5   26 
14/08/2016  1.8    4.4    35.5   23 
15/08/2016  32.8   4      39     26 
16/08/2016  0      8.1    36     23 
17/08/2016  0      4.4    35     24.5 
18/08/2016  17.1   3.1    33.5   25.5 
19/08/2016  0      5.6    37     24.5 
20/08/2016  4      4.7    34     25 
21/08/2016  13.9   7.6    33     24 
22/08/2016  15.5   3.8    31     23.5 
23/08/2016  4.2    3.5    33     23.5 
24/08/2016  0      3.9    35     24 
25/08/2016  0      5.7    34     24 
26/08/2016  0      3.8    35     23 
27/08/2016  0      5.8    37     23.5 
28/08/2016  0.5    6.4    37     25.5 
29/08/2016  21.4   6.9    37     24 
30/08/2016  0      7.3    35.5   23 
31/08/2016  0      3.5    35.5   23.5 
01/09/2016  0      5.8    37     24.5 
02/09/2016  0      5.7    38     25.5 
03/09/2016  0      5.3    39.5   25.5 
04/09/2016  0      5.4    39.5   26.5 
05/09/2016  7.6    7.1    35     26.5 
06/09/2016  18.5   6.8    32     25 
07/09/2016  0      6.1    35     23 
08/09/2016  0      4.4    35     23.5 
09/09/2016  0      6      36.5   24 
10/09/2016  4      3.6    37     23.5 
11/09/2016  1      6.5    36.5   23.5 
12/09/2016  0      4.9    35     24.5 
13/09/2016  0.7    4.6    37     25 
14/09/2016  0      3.2    38     25 
15/09/2016  0      4.3    40     25.5 
16/09/2016  0      4      39.5   24 
17/09/2016  17     5.2    39     26 
18/09/2016  3.1    11.8   30     23 
19/09/2016  0      4.3    36.5   23 
20/09/2016  0      4.8    37.5   24 
21/09/2016  28     6.2    38     24.5 
22/09/2016  31.2   8.4    31     25.5 
23/09/2016  7.5    12.1   34     23 
24/09/2016  0      4.4    34     23 
25/09/2016  14     4.8    30.5   23 
26/09/2016  0      2.2    33     21 
27/09/2016  0      3.4    36.5   22 
28/09/2016  0      8.2    34     23 
29/09/2016  52     5.4    36     21 
30/09/2016  0      6.2    33     22.5 
01/10/2016  0      4.7    35     23 
02/10/2016  0      2.3    35     24.5 
03/10/2016  0      3.2    35.5   24.5 
04/10/2016  0      5.9    34     24 
05/10/2016  0      5      36     23.5 
06/10/2016  0      6.2    35     23 
07/10/2016  0      4.3    37.5   22 
08/10/2016  0      8.1    38     23.5 
09/10/2016  0      2.6    37.5   23 
10/10/2016  0      2.1    39.5   23.5 
11/10/2016  0      5.6    39     24 
12/10/2016  0      5.7    39.5   24.5 
13/10/2016  0      4.8    40.5   24 
14/10/2016  0      5.2    39.5   24 
15/10/2016  0      4.9    39     24 
16/10/2016  0      5.7    39     24 
17/10/2016  0      5.5    38.5   24 
18/10/2016  0      4.4    39     23.5 
19/10/2016  0      4.7    36.5   23 
20/10/2016  0      4.5    37     23 
21/10/2016  0      5.5    39.5   22 
22/10/2016  0      5.3    38.5   23 
23/10/2016  0      6.6    38.5   22 
24/10/2016  0      5.2    39     24 
25/10/2016  0      4.2    39     22 
26/10/2016  0      6.1    39     22.5 
27/10/2016  0      5.7    40     23 
28/10/2016  0      6.5    39     24.5 
29/10/2016  0      5.8    39     24 
30/10/2016  0      5.6    39.5   23.5 
31/10/2016  0      6.1    39     24 
01/11/2016  0      4.7    38.5   22 
02/11/2016  0      5.6    39     22 
03/11/2016  0      6.1    38     19.5 
04/11/2016  0      5.2    37.5   19 
05/11/2016  0      4.9    38     18 
06/11/2016  0      6.7    37.5   18 
07/11/2016  0      4.6    37     17 
08/11/2016  0      5.6    38     18 
09/11/2016  0      4.3    38     18.5 
10/11/2016  0      6.2    36     18 
11/11/2016  0      5.4    37     19 
12/11/2016  0      4.6    38     17.5 
13/11/2016  0      5.1    37     18.5 
14/11/2016  0      5.1    37.5   18 
15/11/2016  0      5.1    37     18.5 
16/11/2016  0      5.3    37     18 
17/11/2016  0      5.6    35     20.5 
18/11/2016  0      4.4    36     19 
19/11/2016  0      5.9    37     19.5 
20/11/2016  0      6.2    37     17.5 
21/11/2016  0      6.5    37     19 
22/11/2016  0      5      33     20.5 
23/11/2016  0      5.2    32.5   20.5 
24/11/2016  0      5.2    33.5   15.5 
25/11/2016  0      5.3    33     15.5 
26/11/2016  0      5.6    36     16 
27/11/2016  0      4.3    33     15 
28/11/2016  0      5.1    33     14.5 
29/11/2016  0      6.2    29     13 
30/11/2016  0      5.1    28.5   13 
01/12/2016  0      5.9    39     13 
02/12/2016  1.5    4.8    35     12.5 
03/12/2016  3.9    5.7    20     17 
04/12/2016  0      2.2    29     10 
05/12/2016  0      4.7    26     10 
06/12/2016  0      5      29     11.5 
07/12/2016  0      4.1    29.5   13 
08/12/2016  0      4.8    29.5   12 
09/12/2016  0      4.6    30.5   13 
10/12/2016  0      5.3    30     13 
11/12/2016  0      4.4    32.5   14 
12/12/2016  0      6.2    35.5   14.5 
13/12/2016  0      4.6    33     14 
14/12/2016  0      5.4    34     14.5 
15/12/2016  0      5.8    34     15 
16/12/2016  0      5.7    33     15 
17/12/2016  0      5.5    31.5   14 
18/12/2016  0      4.4    29     13 
19/12/2016  0      5.3    32.5   13 
20/12/2016  0      5.6    32.5   13 
21/12/2016  0      5.1    32.5   16 
22/12/2016  0      5.9    32     18 
23/12/2016  0      5.3    27     20.5 
24/12/2016  0      4.2    27     13 
25/12/2016  0      5.4    25     12.5 
26/12/2016  0      4.3    25     10.5 
27/12/2016  0      4.1    29.5   10.5 
28/12/2016  0      5.1    29.5   15 
29/12/2016  0      5.6    30.5   16 
30/12/2016  1.2    5.4    27.5   19 
31/12/2016  0      3.7    28.5   19 
01/01/2017  0      4.4    29.5   16 
02/01/2017  0      4      28     12 
03/01/2017  0      4.4    31.5   12 
04/01/2017  0      4.9    30.5   12 
05/01/2017  0      2.8    30.5   12 
06/01/2017  0      3.4    30     12.5 
07/01/2017  0      3.5    31     12 
08/01/2017  0      5.1    33     11.5 
09/01/2017  0      4.5    32.5   14 
10/01/2017  0      3.2    36     12.5 
11/01/2017  0      3.4    32.5   11 
12/01/2017  0      4.4    33     15 
13/01/2017  0      4.2    31.5   15 
14/01/2017  0      2.8    30     15 
15/01/2017  0      3.5    28     14.5 
16/01/2017  0      4.5    25     9.5 
17/01/2017  0      3.3    26     9.5 
18/01/2017  0      3.7    29     9 
19/01/2017  0      3.3    27.5   10 
20/01/2017  0      2.1    25.5   9.5 
21/01/2017  0      3.1    26     9 
22/01/2017  0      3.8    28     10 
23/01/2017  0      3.2    32.5   11.5 
24/01/2017  0      4.4    28     10.5 
25/01/2017  0      2.3    25.5   13 
26/01/2017  0      4.3    26     11.5 
27/01/2017  0      3.5    26     10 
28/01/2017  0      3.8    29     8.5 
29/01/2017  0      3.6    27     13 
30/01/2017  0      2.3    26     9 
31/01/2017  0      3.3    27.5   13.5 
01/02/2017  0      3.3    30     13.5 
02/02/2017  0      4.9    30     13 
03/02/2017  0      4.9    29.5   13.5 
04/02/2017  0      3.3    30.5   14 
05/02/2017  0      5      32.5   13.5 
06/02/2017  0      3.7    33     14 
07/02/2017  0      6.4    33.5   12.5 
08/02/2017  0      4.3    32.5   13 
09/02/2017  0      8.1    36     12 
10/02/2017  0      5.9    33.5   14.5 
11/02/2017  0      3.8    34     14.5 
12/02/2017  0      4.3    32.5   14 
13/02/2017  0      5      26.5   14.5 
14/02/2017  0      4.9    27     10 
15/02/2017  0      3.5    28.5   9.5 
16/02/2017  0.6    3.7    26.5   11 
17/02/2017  0      4.5    29     12 
18/02/2017  21.1   3.5    27     12 
19/02/2017  0      6.7    26     11 
20/02/2017  0      4.6    26.5   11 
21/02/2017  0      4      33     11.5 
22/02/2017  0      4.8    32     14 
23/02/2017  0      5.4    34     11.5 
24/02/2017  0      4.6    29     14 
25/02/2017  0      4.9    30.5   11.5 
26/02/2017  0      5.1    30.5   11 
27/02/2017  0      5.3    30.5   11.5 
28/02/2017  0      4.7    32.5   14 
01/03/2017  0      4.8    29     12 
02/03/2017  0      4.6    30.5   11 
03/03/2017  0      6.7    30.5   11 
04/03/2017  0      6.6    33     14 
05/03/2017  0      7.7    30.5   13.5 
06/03/2017  0      5.8    32.5   13 
07/03/2017  0      7.6    34     12.5 
08/03/2017  0      6.1    33     12 
09/03/2017  0      7.5    33     13.5 
10/03/2017  0      6.2    33     15 
11/03/2017  0      7.3    36     15.5 
12/03/2017  0      6.9    35     16 
13/03/2017  0      9.5    33     15 
14/03/2017  0      6.8    30.5   15 
15/03/2017  0      6.1    29     16 
16/03/2017  0      4.3    30.5   16.5 
17/03/2017  0      5      33     16.5 
18/03/2017  0      8.3    32.5   16 
19/03/2017  0      8.3    32     11.5 
20/03/2017  0      7.3    31.5   12 
21/03/2017  0      6.2    32     12.5 
22/03/2017  0      7.8    32.5   13.5 
23/03/2017  0      8.1    35.5   14.5 
24/03/2017  0      7.6    32.5   18 
25/03/2017  0      8.8    36     16 
26/03/2017  0      7.1    35.5   16 
27/03/2017  0      10.3   28     15.5 
28/03/2017  0      5.2    30.5   9.5 
29/03/2017  0      7.9    32.5   9.5 
30/03/2017  0      8.2    36     19 
31/03/2017  0      8.6    34.5   14 
01/04/2017  0      9.3    34     15.5 
02/04/2017  0      8.7    33     17.5 
03/04/2017  0      10.4   32     16 
04/04/2017  0      7.9    33     16.5 
05/04/2017  0      9.7    35     13 
06/04/2017  0      9.2    32.5   16.5 
07/04/2017  0      8.4    33.5   16 
08/04/2017  0      7.9    33     14 
09/04/2017  0      8.1    31     14 
10/04/2017  0      7      32.5   15 
11/04/2017  0      6.2    33.5   17.5 
12/04/2017  0      8.3    31.5   18 
13/04/2017  0      8      30.5   15.5 
14/04/2017  0      9.1    33     16 
15/04/2017  0      11.7   32.5   14.5 
16/04/2017  0      9      33     15.5 
17/04/2017  0      8.8    35     16.5 
18/04/2017  0      10.8   36     14 
19/04/2017  0      9.8    34.5   13 
20/04/2017  0      10.3   36     16 
21/04/2017  0      8.7    34.5   14 
22/04/2017  0      11.3   35     16 
23/04/2017  0      6      36     18 
24/04/2017  0      10.4   35     17.5 
25/04/2017  0      7.8    36.5   18 
26/04/2017  0      10.4   36     18.5 
27/04/2017  0      7.7    37     18 
28/04/2017  0      9.1    35     20 
29/04/2017  0      6.7    34     19.5 
30/04/2017  0      8.6    33     16.5 
01/05/2017  0      8.4    33.5   21 
02/05/2017  0      8.6    33.5   19 
03/05/2017  0      10.1   33.5   18.5 
04/05/2017  0      7.7    35     19 
05/05/2017  0      8.9    36     19.5 
06/05/2017  0      11.9   36.5   19 
07/05/2017  0      9.6    35.5   19 
08/05/2017  0      9.7    29     19 
09/05/2017  0      9.2    30     19 
10/05/2017  0      10.4   34     15 
11/05/2017  0      9.9    36.5   16 
12/05/2017  0      10.9   37     16.5 
13/05/2017  0      9.5    35.5   16 
14/05/2017  0      10.7   36     17 
15/05/2017  0      9      30     17 
16/05/2017  0      6      29.5   19.5 
17/05/2017  0      6.9    30     18 
18/05/2017  0      8      30     17.5 
19/05/2017  0      7.3    31.5   18.5 
20/05/2017  0      9.6    35.5   17.5 
21/05/2017  0      10.7   33.5   17.5 
22/05/2017  0      10.9   34     18.5 
23/05/2017  0      11.1   35.5   18.5 
24/05/2017  0      12.3   36     19.5 
25/05/2017  0      8.5    34     19 
26/05/2017  0      10.2   25     20 
27/05/2017  0      8.8    36     20 
28/05/2017  0      9.2    35     20 
29/05/2017  0      9      35     20.5 
30/05/2017  0      10.6   36     20.5 
31/05/2017  0      7.3    35.5   20 
01/06/2017  0      10.5   34     18 
02/06/2017  0      6.6    33.5   17 
03/06/2017  0      10.2   34     17.5 
04/06/2017  0      9.5    34.5   18.5 
05/06/2017  0      10.4   35     19.5 
06/06/2017  0      9.9    37.5   22 
07/06/2017  0      9.6    36     23.5 
08/06/2017  0      9.4    37     23 
09/06/2017  0      10.9   36     22.5 
10/06/2017  0      9.1    35.5   23 
11/06/2017  0      11     35     23 
12/06/2017  0      9.8    35.5   23.5 
13/06/2017  0      10.1   36     23.5 
14/06/2017  0      9.9    36.5   23 
15/06/2017  0      9.1    36     23.5 
16/06/2017  0      9.1    35.5   24.5 
17/06/2017  0      9.6    38     25 
18/06/2017  0      8.8    36.5   24 
19/06/2017  0      12.9   37     25.5 
20/06/2017  1      11.5   35.5   25 
21/06/2017  0      11.8   35.5   24.5 
22/06/2017  0      10.5   35.5   24 
23/06/2017  0      11.5   37     25 
24/06/2017  4      9.6    36.5   25 
25/06/2017  0      10.6   36     25.5 
26/06/2017  0      10.2   36     25 
27/06/2017  0      9.9    37.5   26 
28/06/2017  0      8.9    36     25 
29/06/2017  0      9.2    36.5   26.5 
30/06/2017  0      10.2   38     26.5 
01/07/2017  0      11.2   37     26.5 
02/07/2017  0      8.1    36.5   27 
03/07/2017  0      10.8   39.5   26.5 
04/07/2017  0      9.5    36.5   26.5 
05/07/2017  0      10.2   39     26.5 
06/07/2017  0      8.6    37.5   26 
07/07/2017  0.8    10.2   38.5   27 
08/07/2017  0      10.7   37.5   25.5 
09/07/2017  0      11.4   37     26 
10/07/2017  0      11.1   37     26.5 
11/07/2017  0      8.8    36     26.5 
12/07/2017  0      8.9    35.5   26 
13/07/2017  15.4   6.8    36     25 
14/07/2017  0      9.3    36.5   26 
15/07/2017  0      7.6    38     25.5 
16/07/2017  0      7.2    39     25 
17/07/2017  0      10.2   38     26 
18/07/2017  3.7    7      36     25 
19/07/2017  0      5.4    37     24.5 
20/07/2017  0      10.3   38.5   25 
21/07/2017  0      10.4   38     25 
22/07/2017  0      9.7    38     26 
23/07/2017  1.2    9.8    34.5   26.5 
24/07/2017  0      8.8    37     24 
25/07/2017  3.8    9.9    38     27 
26/07/2017  62.3   7.8    37     24 
27/07/2017  2.1    13.8   33     23 
28/07/2017  0      7.8    35     23.5 
29/07/2017  0      5.9    38.5   25 
30/07/2017  0      9      39.5   24 
31/07/2017  0      9.5    39.5   24.5 
01/08/2017  0      10.3   39.5   26.5 
02/08/2017  1.2    9.1    39.5   26.5 
03/08/2017  12.5   6.5    37     24.5 
04/08/2017  34.5   7.8    31.5   23.5 
05/08/2017  0      9.8    36     18.5 
06/08/2017  1.3    9.8    36.5   25 
07/08/2017  43     3.9    35.5   26.5 
08/08/2017  0      13.5   36     22.5 
09/08/2017  2.6    6.5    36.5   23 
10/08/2017  0      7.8    38.5   26 
11/08/2017  12.5   8.1    37     26 
12/08/2017  28.5   9.1    33     25.5 
13/08/2017  0.5    9.6    35     23 
14/08/2017  23.5   6      34     25 
15/08/2017  10     8.2    35     23.5 
16/08/2017  1.5    8.6    37     24 
17/08/2017  20     6.5    30.5   24 
18/08/2017  3.9    9      33     23.5 
19/08/2017  0      10.2   34     24 
20/08/2017  1.8    5      36     24.5 
21/08/2017  0      5.6    36     25 
22/08/2017  0.8    7.8    37     26 
23/08/2017  0      6.3    37     25.5 
24/08/2017  4.3    6.2    36     26.5 
25/08/2017  2.6    5.9    36     24 
26/08/2017  0      7.1    35.5   24 
27/08/2017  36.5   3.5    36     24 
28/08/2017  0      9.1    35.5   22 
29/08/2017  0      9.9    39     24 
30/08/2017  0      10.9   36     25.5 
31/08/2017  6      6.9    29     25 
01/09/2017  44.7   2.6    27.5   23.5 
02/09/2017  0      9.6    34.5   23 
03/09/2017  27.9   5.6    35     24.5 
04/09/2017  0      8.5    35.5   22.5 
05/09/2017  1.6    9.2    33     23 
06/09/2017  0      6.3    33     23 
07/09/2017  34.6   5.1    35     23.5 
08/09/2017  0      10.6   32.5   22 
09/09/2017  0      7.8    35     23 
10/09/2017  2      4.1    37     25 
